id,category,question,answer,url,confidence
3133.0,technique,Délai panne pointeur laser,"La réparation d’un pointeur laser prend 2 à 4 jours, après signalement au service technique, avec prêt si disponible.",/services/reparation-pointeur-laser,
3134.0,technique,Quand pointeur réparé?,"La réparation d’un pointeur laser prend 2 à 4 jours, après signalement au service technique, avec prêt si disponible.",/services/reparation-pointeur-laser,
3135.0,technique,Réparation technique,"La réparation d’un pointeur laser prend 2 à 4 jours, après signalement au service technique, avec prêt si disponible.",/services/reparation-pointeur-laser,
3136.0,examens,Quels sont les critères pour une note de participation active?,"Une note de participation active (max 2 points) est accordée pour des interventions pertinentes, sur avis de l’enseignant.",/etudes/note-participation-active,
3137.0,examens,Conditions note active,"Une note de participation active (max 2 points) est accordée pour des interventions pertinentes, sur avis de l’enseignant.",/etudes/note-participation-active,
3138.0,examens,Obtenir points participation,"Une note de participation active (max 2 points) est accordée pour des interventions pertinentes, sur avis de l’enseignant.",/etudes/note-participation-active,
3139.0,examens,Critères activité examen,"Une note de participation active (max 2 points) est accordée pour des interventions pertinentes, sur avis de l’enseignant.",/etudes/note-participation-active,
3140.0,examens,Note active ISET,"Une note de participation active (max 2 points) est accordée pour des interventions pertinentes, sur avis de l’enseignant.",/etudes/note-participation-active,
3141.0,international,Quels sont les partenariats pour les projets de santé mentale?,"Des partenariats avec des ONG soutiennent des projets de santé mentale (ex. : apps), sur candidature au bureau international.",/international/partenariats-sante-mentale,
3142.0,international,Collaborations santé mentale,"Des partenariats avec des ONG soutiennent des projets de santé mentale (ex. : apps), sur candidature au bureau international.",/international/partenariats-sante-mentale,
3143.0,international,Partenaires projets mentaux,"Des partenariats avec des ONG soutiennent des projets de santé mentale (ex. : apps), sur candidature au bureau international.",/international/partenariats-sante-mentale,
3144.0,international,Liens santé mentale abroad,"Des partenariats avec des ONG soutiennent des projets de santé mentale (ex. : apps), sur candidature au bureau international.",/international/partenariats-sante-mentale,
3145.0,international,Projets mentaux Sfax,"Des partenariats avec des ONG soutiennent des projets de santé mentale (ex. : apps), sur candidature au bureau international.",/international/partenariats-sante-mentale,
3146.0,vie_etudiante,Quels sont les soutiens pour les activités de poterie?,"Le club de poterie offre du matériel et 150 DT par atelier, sur validation par le bureau de la vie étudiante.",/vie-etudiante/soutien-poterie,
3147.0,vie_etudiante,Aides projets poterie,"Le club de poterie offre du matériel et 150 DT par atelier, sur validation par le bureau de la vie étudiante.",/vie-etudiante/soutien-poterie,
3148.0,vie_etudiante,Support initiatives poterie,"Le club de poterie offre du matériel et 150 DT par atelier, sur validation par le bureau de la vie étudiante.",/vie-etudiante/soutien-poterie,
3149.0,vie_etudiante,Financement poterie,"Le club de poterie offre du matériel et 150 DT par atelier, sur validation par le bureau de la vie étudiante.",/vie-etudiante/soutien-poterie,
3150.0,vie_etudiante,Soutien poterie ISET,"Le club de poterie offre du matériel et 150 DT par atelier, sur validation par le bureau de la vie étudiante.",/vie-etudiante/soutien-poterie,
3151.0,inscription,Quels sont les documents pour une inscription en ligne tardive à la formation pro?,"Ajoutez une justification au dossier (CV, CIN, diplôme, paiement de 450 DT), à uploader avant le 15 octobre.",/admissions/inscription-tardive-pro-en-ligne,
3152.0,inscription,Papiers pro retard en ligne,"Ajoutez une justification au dossier (CV, CIN, diplôme, paiement de 450 DT), à uploader avant le 15 octobre.",/admissions/inscription-tardive-pro-en-ligne,
3153.0,inscription,Dossier pro tardif digital,"Ajoutez une justification au dossier (CV, CIN, diplôme, paiement de 450 DT), à uploader avant le 15 octobre.",/admissions/inscription-tardive-pro-en-ligne,
3154.0,inscription,Documents retard pro web,"Ajoutez une justification au dossier (CV, CIN, diplôme, paiement de 450 DT), à uploader avant le 15 octobre.",/admissions/inscription-tardive-pro-en-ligne,
3155.0,inscription,Inscription tardive pro en ligne,"Ajoutez une justification au dossier (CV, CIN, diplôme, paiement de 450 DT), à uploader avant le 15 octobre.",/admissions/inscription-tardive-pro-en-ligne,
3156.0,programmes,Quels sont les cours sur la gestion des connaissances?,"Un module en Gestion couvre la capture, le partage et l’utilisation des savoirs, avec des projets collaboratifs.",/programmes/cours-gestion-connaissances,
3157.0,programmes,Modules connaissances ISET,"Un module en Gestion couvre la capture, le partage et l’utilisation des savoirs, avec des projets collaboratifs.",/programmes/cours-gestion-connaissances,
3158.0,programmes,Formation gestion savoir,"Un module en Gestion couvre la capture, le partage et l’utilisation des savoirs, avec des projets collaboratifs.",/programmes/cours-gestion-connaissances,
3159.0,programmes,Cours knowledge management,"Un module en Gestion couvre la capture, le partage et l’utilisation des savoirs, avec des projets collaboratifs.",/programmes/cours-gestion-connaissances,
3160.0,programmes,Connaissances programme,"Un module en Gestion couvre la capture, le partage et l’utilisation des savoirs, avec des projets collaboratifs.",/programmes/cours-gestion-connaissances,
3161.0,recherche,Quels sont les critères pour une subvention de formation?,"Une subvention de formation (max 1000 DT) nécessite un programme certifiant, un projet lié et l’accord du comité.",/recherche/subvention-formation,
3162.0,recherche,Conditions aide formation,"Une subvention de formation (max 1000 DT) nécessite un programme certifiant, un projet lié et l’accord du comité.",/recherche/subvention-formation,
3163.0,recherche,Critères subvention formation,"Une subvention de formation (max 1000 DT) nécessite un programme certifiant, un projet lié et l’accord du comité.",/recherche/subvention-formation,
3164.0,recherche,Éligibilité formation,"Une subvention de formation (max 1000 DT) nécessite un programme certifiant, un projet lié et l’accord du comité.",/recherche/subvention-formation,
3165.0,recherche,Subvention formation ISET,"Une subvention de formation (max 1000 DT) nécessite un programme certifiant, un projet lié et l’accord du comité.",/recherche/subvention-formation,
3166.0,logistique,Y a-t-il un service de prêt de générateurs de signaux?,"Oui, des générateurs de signaux sont prêtés pour les TP sur demande au service technique, pour une durée de 48h.",/campus/pret-generateurs-signaux,
3167.0,logistique,Emprunter générateur signaux,"Oui, des générateurs de signaux sont prêtés pour les TP sur demande au service technique, pour une durée de 48h.",/campus/pret-generateurs-signaux,
3168.0,logistique,Prêt générateurs,"Oui, des générateurs de signaux sont prêtés pour les TP sur demande au service technique, pour une durée de 48h.",/campus/pret-generateurs-signaux,
3169.0,logistique,Accès générateurs ISET,"Oui, des générateurs de signaux sont prêtés pour les TP sur demande au service technique, pour une durée de 48h.",/campus/pret-generateurs-signaux,
3170.0,logistique,Générateurs campus,"Oui, des générateurs de signaux sont prêtés pour les TP sur demande au service technique, pour une durée de 48h.",/campus/pret-generateurs-signaux,
3171.0,administration,Comment demander une attestation de non-transfert?,Demandez au service des admissions avec votre carte d’étudiant. Délivrée sous 48h pour justifier un non-transfert.,/administration/attestation-non-transfert,
3172.0,administration,Certificat sans transfert,Demandez au service des admissions avec votre carte d’étudiant. Délivrée sous 48h pour justifier un non-transfert.,/administration/attestation-non-transfert,
3173.0,administration,Preuve non-transféré,Demandez au service des admissions avec votre carte d’étudiant. Délivrée sous 48h pour justifier un non-transfert.,/administration/attestation-non-transfert,
3174.0,administration,Attestation non-transfert ISET,Demandez au service des admissions avec votre carte d’étudiant. Délivrée sous 48h pour justifier un non-transfert.,/administration/attestation-non-transfert,
3175.0,administration,Document non-transfert,Demandez au service des admissions avec votre carte d’étudiant. Délivrée sous 48h pour justifier un non-transfert.,/administration/attestation-non-transfert,
3176.0,carriere,Quels sont les profils pour le secteur de l’énergie solaire?,"Le secteur solaire recrute des diplômés en Génie Électrique (installations) et Gestion (projets), avec expertise technique.",/carrieres/profil-energie-solaire,
3177.0,carriere,Compétences solaire,"Le secteur solaire recrute des diplômés en Génie Électrique (installations) et Gestion (projets), avec expertise technique.",/carrieres/profil-energie-solaire,
3178.0,carriere,Profil emploi solaire,"Le secteur solaire recrute des diplômés en Génie Électrique (installations) et Gestion (projets), avec expertise technique.",/carrieres/profil-energie-solaire,
3179.0,carriere,Travailler en solaire,"Le secteur solaire recrute des diplômés en Génie Électrique (installations) et Gestion (projets), avec expertise technique.",/carrieres/profil-energie-solaire,
3180.0,carriere,Qualités secteur solaire,"Le secteur solaire recrute des diplômés en Génie Électrique (installations) et Gestion (projets), avec expertise technique.",/carrieres/profil-energie-solaire,
3181.0,technique,Quels sont les délais pour une réparation de ventilateur?,"La réparation d’un ventilateur prend 3 à 5 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-ventilateur,
3182.0,technique,Temps réparation ventilateur,"La réparation d’un ventilateur prend 3 à 5 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-ventilateur,
3183.0,technique,Délai panne ventilateur,"La réparation d’un ventilateur prend 3 à 5 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-ventilateur,
3184.0,technique,Quand ventilateur réparé?,"La réparation d’un ventilateur prend 3 à 5 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-ventilateur,
3185.0,technique,Réparation technique,"La réparation d’un ventilateur prend 3 à 5 jours, après signalement au service technique, selon la pièce disponible.",/services/reparation-ventilateur,
3186.0,examens,Quels sont les critères pour une note de planification?,"Une note de planification (max 2 points) est accordée pour un calendrier clair dans les projets, sur évaluation.",/etudes/note-planification,
3187.0,examens,Conditions note planification,"Une note de planification (max 2 points) est accordée pour un calendrier clair dans les projets, sur évaluation.",/etudes/note-planification,
3188.0,examens,Obtenir points planification,"Une note de planification (max 2 points) est accordée pour un calendrier clair dans les projets, sur évaluation.",/etudes/note-planification,
3189.0,examens,Critères organisation examen,"Une note de planification (max 2 points) est accordée pour un calendrier clair dans les projets, sur évaluation.",/etudes/note-planification,
3190.0,examens,Note planification ISET,"Une note de planification (max 2 points) est accordée pour un calendrier clair dans les projets, sur évaluation.",/etudes/note-planification,
3191.0,international,Quels sont les partenariats pour les projets de recyclage?,"Des partenariats avec des entreprises éco soutiennent des projets de recyclage, sur candidature au bureau international.",/international/partenariats-recyclage,
3192.0,international,Collaborations recyclage,"Des partenariats avec des entreprises éco soutiennent des projets de recyclage, sur candidature au bureau international.",/international/partenariats-recyclage,
3193.0,international,Partenaires projets recyclage,"Des partenariats avec des entreprises éco soutiennent des projets de recyclage, sur candidature au bureau international.",/international/partenariats-recyclage,
3194.0,international,Liens recyclage abroad,"Des partenariats avec des entreprises éco soutiennent des projets de recyclage, sur candidature au bureau international.",/international/partenariats-recyclage,
3195.0,international,Projets recyclage Sfax,"Des partenariats avec des entreprises éco soutiennent des projets de recyclage, sur candidature au bureau international.",/international/partenariats-recyclage,
3196.0,vie_etudiante,Quels sont les soutiens pour les activités de sculpture?,"Le club de sculpture offre des outils et 200 DT par exposition, sur validation par le bureau de la vie étudiante.",/vie-etudiante/soutien-sculpture,
3197.0,vie_etudiante,Aides projets sculpture,"Le club de sculpture offre des outils et 200 DT par exposition, sur validation par le bureau de la vie étudiante.",/vie-etudiante/soutien-sculpture,
3198.0,vie_etudiante,Support initiatives sculpture,"Le club de sculpture offre des outils et 200 DT par exposition, sur validation par le bureau de la vie étudiante.",/vie-etudiante/soutien-sculpture,
3199.0,vie_etudiante,Financement sculpture,"Le club de sculpture offre des outils et 200 DT par exposition, sur validation par le bureau de la vie étudiante.",/vie-etudiante/soutien-sculpture,
3200.0,vie_etudiante,Soutien sculpture ISET,"Le club de sculpture offre des outils et 200 DT par exposition, sur validation par le bureau de la vie étudiante.",/vie-etudiante/soutien-sculpture,
3201.0,inscription,Quels sont les critères pour une inscription en apprentissage?,"L’inscription en apprentissage nécessite un contrat avec une entreprise, un bac et 1000 DT de frais annuels, avant le 15 septembre.",/admissions/inscription-apprentissage,
3202.0,inscription,Conditions apprentissage,"L’inscription en apprentissage nécessite un contrat avec une entreprise, un bac et 1000 DT de frais annuels, avant le 15 septembre.",/admissions/inscription-apprentissage,
3203.0,inscription,Critères inscription apprentissage,"L’inscription en apprentissage nécessite un contrat avec une entreprise, un bac et 1000 DT de frais annuels, avant le 15 septembre.",/admissions/inscription-apprentissage,
3204.0,inscription,Inscription alternée,"L’inscription en apprentissage nécessite un contrat avec une entreprise, un bac et 1000 DT de frais annuels, avant le 15 septembre.",/admissions/inscription-apprentissage,
3205.0,inscription,Apprentissage ISET,"L’inscription en apprentissage nécessite un contrat avec une entreprise, un bac et 1000 DT de frais annuels, avant le 15 septembre.",/admissions/inscription-apprentissage,
3206.0,programmes,Quels sont les cours sur la gestion des données?,"Un module en TIC couvre les bases de données, la sécurité et l’analyse, avec des TP sur SQL et NoSQL.",/programmes/cours-gestion-donnees,
3207.0,programmes,Modules data management,"Un module en TIC couvre les bases de données, la sécurité et l’analyse, avec des TP sur SQL et NoSQL.",/programmes/cours-gestion-donnees,
3208.0,programmes,Formation gestion données,"Un module en TIC couvre les bases de données, la sécurité et l’analyse, avec des TP sur SQL et NoSQL.",/programmes/cours-gestion-donnees,
3209.0,programmes,Cours data ISET,"Un module en TIC couvre les bases de données, la sécurité et l’analyse, avec des TP sur SQL et NoSQL.",/programmes/cours-gestion-donnees,
3210.0,programmes,Données programme,"Un module en TIC couvre les bases de données, la sécurité et l’analyse, avec des TP sur SQL et NoSQL.",/programmes/cours-gestion-donnees,
3211.0,recherche,Quels sont les critères pour une subvention de mobilité?,"Une subvention de mobilité (max 1200 DT) est accordée pour un échange académique, avec un projet et l’accord du partenaire.",/recherche/subvention-mobilite,
3212.0,recherche,Conditions aide mobilité,"Une subvention de mobilité (max 1200 DT) est accordée pour un échange académique, avec un projet et l’accord du partenaire.",/recherche/subvention-mobilite,
3213.0,recherche,Critères subvention mobilité,"Une subvention de mobilité (max 1200 DT) est accordée pour un échange académique, avec un projet et l’accord du partenaire.",/recherche/subvention-mobilite,
3214.0,recherche,Éligibilité mobilité,"Une subvention de mobilité (max 1200 DT) est accordée pour un échange académique, avec un projet et l’accord du partenaire.",/recherche/subvention-mobilite,
3215.0,recherche,Subvention mobilité ISET,"Une subvention de mobilité (max 1200 DT) est accordée pour un échange académique, avec un projet et l’accord du partenaire.",/recherche/subvention-mobilite,
3216.0,logistique,Y a-t-il un service de prêt de sondes?,"Oui, des sondes (ex. : humidité) sont prêtées pour les projets sur demande au service technique, pour une durée de 48h.",/campus/pret-sondes,
3217.0,logistique,Emprunter sonde,"Oui, des sondes (ex. : humidité) sont prêtées pour les projets sur demande au service technique, pour une durée de 48h.",/campus/pret-sondes,
3218.0,logistique,Prêt sondes ISET,"Oui, des sondes (ex. : humidité) sont prêtées pour les projets sur demande au service technique, pour une durée de 48h.",/campus/pret-sondes,
3219.0,logistique,Accès sondes campus,"Oui, des sondes (ex. : humidité) sont prêtées pour les projets sur demande au service technique, pour une durée de 48h.",/campus/pret-sondes,
3220.0,logistique,Sondes disponibles,"Oui, des sondes (ex. : humidité) sont prêtées pour les projets sur demande au service technique, pour une durée de 48h.",/campus/pret-sondes,
3221.0,administration,Comment demander une attestation de réussite partielle?,Demandez au secrétariat pédagogique avec votre relevé. Délivrée sous 3 jours pour lister les modules réussis.,/administration/attestation-reussite-partielle,
3222.0,administration,Certificat réussite partielle,Demandez au secrétariat pédagogique avec votre relevé. Délivrée sous 3 jours pour lister les modules réussis.,/administration/attestation-reussite-partielle,
3223.0,administration,Preuve validation partielle,Demandez au secrétariat pédagogique avec votre relevé. Délivrée sous 3 jours pour lister les modules réussis.,/administration/attestation-reussite-partielle,
3224.0,administration,Attestation réussite partielle ISET,Demandez au secrétariat pédagogique avec votre relevé. Délivrée sous 3 jours pour lister les modules réussis.,/administration/attestation-reussite-partielle,
3225.0,administration,Document réussite partielle,Demandez au secrétariat pédagogique avec votre relevé. Délivrée sous 3 jours pour lister les modules réussis.,/administration/attestation-reussite-partielle,
3226.0,carriere,Quels sont les profils pour le secteur de la logistique internationale?,"La logistique internationale recrute des diplômés en Gestion (transport) et TIC (suivi), avec compétences linguistiques.",/carrieres/profil-logistique-internationale,
3227.0,carriere,Compétences logistique internationale,"La logistique internationale recrute des diplômés en Gestion (transport) et TIC (suivi), avec compétences linguistiques.",/carrieres/profil-logistique-internationale,
3228.0,carriere,Profil emploi logistique globale,"La logistique internationale recrute des diplômés en Gestion (transport) et TIC (suivi), avec compétences linguistiques.",/carrieres/profil-logistique-internationale,
3229.0,carriere,Travailler en logistique internationale,"La logistique internationale recrute des diplômés en Gestion (transport) et TIC (suivi), avec compétences linguistiques.",/carrieres/profil-logistique-internationale,
3230.0,carriere,Qualités secteur logistique globale,"La logistique internationale recrute des diplômés en Gestion (transport) et TIC (suivi), avec compétences linguistiques.",/carrieres/profil-logistique-internationale,
3231.0,technique,Quels sont les délais pour une réparation de capteur?,"La réparation d’un capteur prend 3 à 5 jours, après signalement au service technique, selon la disponibilité.",/services/reparation-capteur,
3232.0,technique,Temps réparation capteur,"La réparation d’un capteur prend 3 à 5 jours, après signalement au service technique, selon la disponibilité.",/services/reparation-capteur,
3233.0,technique,Délai panne capteur,"La réparation d’un capteur prend 3 à 5 jours, après signalement au service technique, selon la disponibilité.",/services/reparation-capteur,
3234.0,technique,Quand capteur réparé?,"La réparation d’un capteur prend 3 à 5 jours, après signalement au service technique, selon la disponibilité.",/services/reparation-capteur,
3235.0,technique,Réparation technique,"La réparation d’un capteur prend 3 à 5 jours, après signalement au service technique, selon la disponibilité.",/services/reparation-capteur,
3236.0,examens,Quels sont les critères pour une note de simulation?,"Une note de simulation (max 3 points) est basée sur la précision et les résultats dans les TP, sur évaluation.",/etudes/note-simulation,
3237.0,examens,Conditions note simulation,"Une note de simulation (max 3 points) est basée sur la précision et les résultats dans les TP, sur évaluation.",/etudes/note-simulation,
3238.0,examens,Obtenir points simulation,"Une note de simulation (max 3 points) est basée sur la précision et les résultats dans les TP, sur évaluation.",/etudes/note-simulation,
3239.0,examens,Critères simulation examen,"Une note de simulation (max 3 points) est basée sur la précision et les résultats dans les TP, sur évaluation.",/etudes/note-simulation,
3240.0,examens,Note simulation ISET,"Une note de simulation (max 3 points) est basée sur la précision et les résultats dans les TP, sur évaluation.",/etudes/note-simulation,
3241.0,international,Quels sont les partenariats pour les projets de mobilité?,"Des partenariats avec des universités étrangères soutiennent des projets de mobilité, sur candidature au bureau international.",/international/partenariats-mobilite,
3242.0,international,Collaborations mobilité,"Des partenariats avec des universités étrangères soutiennent des projets de mobilité, sur candidature au bureau international.",/international/partenariats-mobilite,
3243.0,international,Partenaires projets mobilité,"Des partenariats avec des universités étrangères soutiennent des projets de mobilité, sur candidature au bureau international.",/international/partenariats-mobilite,
3244.0,international,Liens mobilité abroad,"Des partenariats avec des universités étrangères soutiennent des projets de mobilité, sur candidature au bureau international.",/international/partenariats-mobilite,
3245.0,international,Projets mobilité Sfax,"Des partenariats avec des universités étrangères soutiennent des projets de mobilité, sur candidature au bureau international.",/international/partenariats-mobilite,
3246.0,vie_etudiante,Quels sont les soutiens pour les activités de graffiti?,"Le club de graffiti offre des sprays et 200 DT par murale, sur validation par le bureau de la vie étudiante.",/vie-etudiante/soutien-graffiti,
3247.0,vie_etudiante,Aides projets graffiti,"Le club de graffiti offre des sprays et 200 DT par murale, sur validation par le bureau de la vie étudiante.",/vie-etudiante/soutien-graffiti,
3248.0,vie_etudiante,Support initiatives graffiti,"Le club de graffiti offre des sprays et 200 DT par murale, sur validation par le bureau de la vie étudiante.",/vie-etudiante/soutien-graffiti,
3249.0,vie_etudiante,Financement graffiti,"Le club de graffiti offre des sprays et 200 DT par murale, sur validation par le bureau de la vie étudiante.",/vie-etudiante/soutien-graffiti,
3250.0,vie_etudiante,Soutien graffiti ISET,"Le club de graffiti offre des sprays et 200 DT par murale, sur validation par le bureau de la vie étudiante.",/vie-etudiante/soutien-graffiti,
3251.0,inscription,Quels sont les documents pour une inscription en ligne en apprentissage?,"Scannez un contrat d’apprentissage, une CIN, un bac et un justificatif de paiement (1000 DT), à uploader avant le 15 septembre.",/admissions/inscription-apprentissage-en-ligne,
3252.0,inscription,Papiers apprentissage en ligne,"Scannez un contrat d’apprentissage, une CIN, un bac et un justificatif de paiement (1000 DT), à uploader avant le 15 septembre.",/admissions/inscription-apprentissage-en-ligne,
3253.0,inscription,Dossier apprentissage digital,"Scannez un contrat d’apprentissage, une CIN, un bac et un justificatif de paiement (1000 DT), à uploader avant le 15 septembre.",/admissions/inscription-apprentissage-en-ligne,
3254.0,inscription,Documents apprentissage web,"Scannez un contrat d’apprentissage, une CIN, un bac et un justificatif de paiement (1000 DT), à uploader avant le 15 septembre.",/admissions/inscription-apprentissage-en-ligne,
3255.0,inscription,Inscription apprentissage en ligne,"Scannez un contrat d’apprentissage, une CIN, un bac et un justificatif de paiement (1000 DT), à uploader avant le 15 septembre.",/admissions/inscription-apprentissage-en-ligne,
3256.0,programmes,Quels sont les cours sur la gestion de l’information?,"Un module en TIC couvre la collecte, le stockage et la diffusion de l’information, avec des TP sur des systèmes.",/programmes/cours-gestion-information,
3257.0,programmes,Modules info management,"Un module en TIC couvre la collecte, le stockage et la diffusion de l’information, avec des TP sur des systèmes.",/programmes/cours-gestion-information,
3258.0,programmes,Formation gestion info,"Un module en TIC couvre la collecte, le stockage et la diffusion de l’information, avec des TP sur des systèmes.",/programmes/cours-gestion-information,
3259.0,programmes,Cours information ISET,"Un module en TIC couvre la collecte, le stockage et la diffusion de l’information, avec des TP sur des systèmes.",/programmes/cours-gestion-information,
3260.0,programmes,Info programme,"Un module en TIC couvre la collecte, le stockage et la diffusion de l’information, avec des TP sur des systèmes.",/programmes/cours-gestion-information,
3261.0,recherche,Quels sont les critères pour une subvention de terrain international?,"Une subvention de terrain international (max 2000 DT) nécessite un projet collaboratif, un plan et un partenariat validé.",/recherche/subvention-terrain-international,
3262.0,recherche,Conditions aide terrain abroad,"Une subvention de terrain international (max 2000 DT) nécessite un projet collaboratif, un plan et un partenariat validé.",/recherche/subvention-terrain-international,
3263.0,recherche,Critères subvention terrain international,"Une subvention de terrain international (max 2000 DT) nécessite un projet collaboratif, un plan et un partenariat validé.",/recherche/subvention-terrain-international,
3264.0,recherche,Éligibilité terrain étranger,"Une subvention de terrain international (max 2000 DT) nécessite un projet collaboratif, un plan et un partenariat validé.",/recherche/subvention-terrain-international,
3265.0,recherche,Subvention terrain international ISET,"Une subvention de terrain international (max 2000 DT) nécessite un projet collaboratif, un plan et un partenariat validé.",/recherche/subvention-terrain-international,
3266.0,logistique,Y a-t-il un service de prêt de thermomètres numériques?,"Oui, des thermomètres numériques sont prêtés pour les projets sur demande au service technique, pour une durée de 24h.",/campus/pret-thermometres-numeriques,
3267.0,logistique,Emprunter thermomètre digital,"Oui, des thermomètres numériques sont prêtés pour les projets sur demande au service technique, pour une durée de 24h.",/campus/pret-thermometres-numeriques,
3268.0,logistique,Prêt thermomètres numériques,"Oui, des thermomètres numériques sont prêtés pour les projets sur demande au service technique, pour une durée de 24h.",/campus/pret-thermometres-numeriques,
3269.0,logistique,Accès thermomètres ISET,"Oui, des thermomètres numériques sont prêtés pour les projets sur demande au service technique, pour une durée de 24h.",/campus/pret-thermometres-numeriques,
3270.0,logistique,Thermomètres campus,"Oui, des thermomètres numériques sont prêtés pour les projets sur demande au service technique, pour une durée de 24h.",/campus/pret-thermometres-numeriques,
3271.0,administration,Comment demander une attestation de non-réussite totale?,Demandez au secrétariat pédagogique avec votre relevé. Délivrée sous 48h pour justifier une non-réussite complète.,/administration/attestation-non-reussite-totale,
3272.0,administration,Certificat échec total,Demandez au secrétariat pédagogique avec votre relevé. Délivrée sous 48h pour justifier une non-réussite complète.,/administration/attestation-non-reussite-totale,
3273.0,administration,Preuve non-validation totale,Demandez au secrétariat pédagogique avec votre relevé. Délivrée sous 48h pour justifier une non-réussite complète.,/administration/attestation-non-reussite-totale,
3274.0,administration,Attestation échec total ISET,Demandez au secrétariat pédagogique avec votre relevé. Délivrée sous 48h pour justifier une non-réussite complète.,/administration/attestation-non-reussite-totale,
3275.0,administration,Document échec total,Demandez au secrétariat pédagogique avec votre relevé. Délivrée sous 48h pour justifier une non-réussite complète.,/administration/attestation-non-reussite-totale,
3276.0,carriere,Quels sont les profils pour le secteur de l’éducation?,"L’éducation recrute des diplômés en Gestion (administration) et TIC (e-learning), avec pédagogie et organisation.",/carrieres/profil-education,
3277.0,carriere,Compétences éducation,"L’éducation recrute des diplômés en Gestion (administration) et TIC (e-learning), avec pédagogie et organisation.",/carrieres/profil-education,
3278.0,carriere,Profil emploi éducation,"L’éducation recrute des diplômés en Gestion (administration) et TIC (e-learning), avec pédagogie et organisation.",/carrieres/profil-education,
3279.0,carriere,Travailler en éducation,"L’éducation recrute des diplômés en Gestion (administration) et TIC (e-learning), avec pédagogie et organisation.",/carrieres/profil-education,
3280.0,carriere,Qualités secteur éducation,"L’éducation recrute des diplômés en Gestion (administration) et TIC (e-learning), avec pédagogie et organisation.",/carrieres/profil-education,
3281.0,technique,Quels sont les délais pour une réparation de sonde?,"La réparation d’une sonde prend 3 à 5 jours, après signalement au service technique, selon la disponibilité des pièces.",/services/reparation-sonde,
3282.0,technique,Temps réparation sonde,"La réparation d’une sonde prend 3 à 5 jours, après signalement au service technique, selon la disponibilité des pièces.",/services/reparation-sonde,
3283.0,technique,Délai panne sonde,"La réparation d’une sonde prend 3 à 5 jours, après signalement au service technique, selon la disponibilité des pièces.",/services/reparation-sonde,
3284.0,technique,Quand sonde réparée?,"La réparation d’une sonde prend 3 à 5 jours, après signalement au service technique, selon la disponibilité des pièces.",/services/reparation-sonde,
3285.0,technique,Réparation technique,"La réparation d’une sonde prend 3 à 5 jours, après signalement au service technique, selon la disponibilité des pièces.",/services/reparation-sonde,
3286.0,examens,Quels sont les critères pour une note de documentation?,"Une note de documentation (max 2 points) est accordée pour des sources pertinentes, sur évaluation de l’enseignant.",/etudes/note-documentation,
3287.0,examens,Conditions note documentation,"Une note de documentation (max 2 points) est accordée pour des sources pertinentes, sur évaluation de l’enseignant.",/etudes/note-documentation,
3288.0,examens,Obtenir points documentation,"Une note de documentation (max 2 points) est accordée pour des sources pertinentes, sur évaluation de l’enseignant.",/etudes/note-documentation,
3289.0,examens,Critères recherche examen,"Une note de documentation (max 2 points) est accordée pour des sources pertinentes, sur évaluation de l’enseignant.",/etudes/note-documentation,
3290.0,examens,Note documentation ISET,"Une note de documentation (max 2 points) est accordée pour des sources pertinentes, sur évaluation de l’enseignant.",/etudes/note-documentation,
3291.0,international,Quels sont les partenariats pour les projets d’éducation en ligne?,"Des partenariats avec des plateformes soutiennent des projets d’éducation en ligne, sur candidature au bureau international.",/international/partenariats-education-en-ligne,
3292.0,international,Collaborations e-éducation,"Des partenariats avec des plateformes soutiennent des projets d’éducation en ligne, sur candidature au bureau international.",/international/partenariats-education-en-ligne,
3293.0,international,Partenaires projets e-learning,"Des partenariats avec des plateformes soutiennent des projets d’éducation en ligne, sur candidature au bureau international.",/international/partenariats-education-en-ligne,
3294.0,international,Liens éducation digitale,"Des partenariats avec des plateformes soutiennent des projets d’éducation en ligne, sur candidature au bureau international.",/international/partenariats-education-en-ligne,
3295.0,international,Projets e-learning Sfax,"Des partenariats avec des plateformes soutiennent des projets d’éducation en ligne, sur candidature au bureau international.",/international/partenariats-education-en-ligne,
3296.0,vie_etudiante,Quels sont les soutiens pour les activités de street art?,"Le club de street art offre des peintures et 200 DT par projet mural, sur validation par le bureau étudiant.",/vie-etudiante/soutien-street-art,
3297.0,vie_etudiante,Aides projets street art,"Le club de street art offre des peintures et 200 DT par projet mural, sur validation par le bureau étudiant.",/vie-etudiante/soutien-street-art,
3298.0,vie_etudiante,Support initiatives street art,"Le club de street art offre des peintures et 200 DT par projet mural, sur validation par le bureau étudiant.",/vie-etudiante/soutien-street-art,
3299.0,vie_etudiante,Financement street art,"Le club de street art offre des peintures et 200 DT par projet mural, sur validation par le bureau étudiant.",/vie-etudiante/soutien-street-art,
3300.0,vie_etudiante,Soutien street art ISET,"Le club de street art offre des peintures et 200 DT par projet mural, sur validation par le bureau étudiant.",/vie-etudiante/soutien-street-art,
